date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO,Company
Tue Sep 24 2013 11:26:21 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Current Employee ,Good company to work for with limited career advancement possibilities.,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,1,"Relaxed environment, managers are fairly lenient, can work without pressure.",Limited growth or career advancement.,,3.0,5.0,4.0,2.0,3.0,4.0,Neutral Outlook,,No opinion of CEO,sig
Mon Aug 05 2013 11:21:46 GMT-0400 (Eastern Daylight Time), Various Titles,"Bala Cynwyd, PA",Former Employee ,Good when you are working for them. Ditch you in a moment and you will never know why.,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,8,"Good pay, Free breakfast, free lunch and if you are with the right boss, you get good bonus. Flat organization. Become the boss's favorite and you can get bonus greater than you salary.","Very political. If you want to survive, learn boss pleasing tricks quickly. Management will NOT find alternate placement when you are being laid off due to cut costs. Seen this over and over again in the long employment there. Salary for similar positions in NYC is at least 1.5 times better.",,2.0,2.0,1.0,2.0,4.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,sig
Thu Jul 04 2013 10:00:50 GMT-0400 (Eastern Daylight Time), Information Technology,"Bala Cynwyd, PA",Former Employee ,Interesting culture -- you'll either love it or hate it,I worked at Susquehanna International Group (SIG) full-time for more than a year,7,"There's a lot of smart people at SIG and they invest heavily in technology. There's a lot of opportunity to learn new things and be surrounded be intellectual people. Benefits and pay and fairly decent, and there's many perks - free breakfast/lunch, onsite car service, pharmacy, doctor, etc. If you take care of SIG, they will take care of you. My team had zero micromangement, and I was able to be very autonomous.","The culture can be tricky to adapt to, and some teams have a ""good 'old boy"" mentality. SIG preaches a collaborative environment, but there's a lot of compartmentalization and information hoarding. Furthermore, management definitely plays favorites, which puts you at a disadvantage if you're not the favorite. There's more egos here than the traditional shop, and the interview process is downright excruciating. Most people at SIG have been in the same role for years, so if planned career advancement is your desire, than you'll be unhappy at SIG. In addition, that free lunch comes at a price -- management discourages employees from leaving during the day, and it helps facilitate working through lunch. Lastly, since the company is private, there's uncertainty regarding SIG's future business model and financials, especially as additional HFT regulations are being proposed.",,3.0,3.0,3.0,2.0,4.0,2.0,Doesn't Recommend,Neutral Outlook,No opinion of CEO,sig
Thu Jun 27 2013 15:17:03 GMT-0400 (Eastern Daylight Time), Operations Associate,"Philadelphia, PA",Current Employee ,Fun place to work,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Great benefits, and a very relaxed environment. Free lunch, a gym, intelligent people. A very good place to work if you are looking for experience, great first job.","Flat structure makes it hard to advance your career in certain departments. While you learn a lot, and get great experience it tapers after a while.",,4.0,3.0,4.0,3.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Wed May 22 2013 18:38:03 GMT-0400 (Eastern Daylight Time), Technology,"Philadelphia, PA",Current Employee ,Fantastic workplace,I have been working at Susquehanna International Group (SIG) full-time for more than 8 years,2,Ideal for self-motivated people not afraid to challenge themselves. For these people the sky is the limit. Culture encourages great trader/technology collaboration.,Not a great fit for people who need artificial structure to feel important,,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Sat May 18 2013 08:23:05 GMT-0400 (Eastern Daylight Time), Analyst,"Bala Cynwyd, PA",Current Employee ,"Great culture, smart people, free lunch and breakfast",I have been working at Susquehanna International Group (SIG) full-time for more than a year,1,SIG is a tremendous place to work. There are a lot of great benefits and opportunities for growth.,The salary isn't very competitive when compared with NYC/Chicago/Boston.,,5.0,4.0,5.0,5.0,3.0,5.0,Recommends,Positive Outlook,Approves of CEO,sig
Wed May 08 2013 15:34:29 GMT-0400 (Eastern Daylight Time), Software Developer,"Bala Cynwyd, PA",Former Employee ,If only it wasn't in Philadelphia.,I worked at Susquehanna International Group (SIG) full-time for less than a year,1,"Acceptance of a diverse range of technologies ""whatever gets the job done"" allows for an exciting and constantly learning environment. Very agile working environment that can pivot quickly as business needs require. ... And the free lunch is nice also.","A pro for many, but the city that close was not a plus for me. Traffic and general big city issues.",,5.0,5.0,5.0,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu May 09 2013 11:41:13 GMT-0400 (Eastern Daylight Time), Trade Associate,"Philadelphia, PA",Current Employee ,Good Company to work for.,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Great benefits, awesome location. Well worth changing from my last position.",none that i have found,,5.0,4.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Tue May 14 2013 09:29:23 GMT-0400 (Eastern Daylight Time), Trade Support Associate,"New York, NY",Former Employee ,Ok place to work for,I worked at Susquehanna International Group (SIG) full-time for more than 5 years,0,"Very laid back atmosphere, but still get your work done",Sometimes too laid back for some people.,,3.0,4.0,3.0,2.0,2.0,3.0,Recommends,Positive Outlook,Approves of CEO,sig
Wed Mar 27 2013 08:27:44 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Former Employee ,Good employee experience,I worked at Susquehanna International Group (SIG) full-time for more than 3 years,0,"Lunch was provided, lots of perks, open and casual environment",Not a lot of opportunity for advancement,,4.0,3.0,3.0,2.0,4.0,3.0,Recommends,Neutral Outlook,Approves of CEO,sig
Tue Feb 26 2013 19:53:43 GMT-0500 (Eastern Standard Time),,"Bala Cynwyd, PA",Former Employee ,Good finance company in Philadelphia suburb,I worked at Susquehanna International Group (SIG) full-time for more than 10 years,0,Challenging environment - exposure to latest technologies in market Very talented and helpful colleagues Great benefits Great pay in the region,"Management is not all communicative Too much secrecy, political and no openness in some groups",,3.0,3.0,2.0,4.0,4.0,2.0,Positive Outlook,,Disapproves of CEO,sig
Wed Feb 06 2013 14:34:20 GMT-0500 (Eastern Standard Time),,,Current Employee ,"Great Education, Fun Work Life, Underpaid",I have been working at Susquehanna International Group (SIG) full-time,2,"Susquehanna provides a great learning environment throughout your career, and if you ever uncover interesting trading situations, they are happy to entertain trading them. You will be among very smart people, and you will be challenged and paid well.",You may feel that the smartest people at SIG are actually the ones that leave. So you are left with traders that are happy with settling down and they may have less ambition than other trading firms.,,4.0,5.0,5.0,3.0,3.0,2.0,Recommends,Positive Outlook,Approves of CEO,sig
Thu Dec 13 2012 12:53:38 GMT-0500 (Eastern Standard Time), IT,"Bala Cynwyd, PA",Current Employee ,Challenging and rewarding,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,2,"- Opportunities for growth and impact if you seek them out or create them - and then pursue them - Extremely talented employees; the most talented collection of technology employees in the region - Fast paced and challenging, which may not be for everyone - Great place to learn and grow; internal mobility opportunities are good - Little bureaucracy, which can be difficult for those used to structure; politics do exist, but at a below average level - Contrary to popular belief, managers are given ample discretion to provide flexibility for employees' hours and out of office time to address work/life balance challenges - Nice onsite benefits such as a gym, fitness classes, wellness center, barber/hair stylist, catered lunch, continental breakfast, free bottled water, and .25 soft drinks - Relaxed dress code and atmosphere","- Lack of transparency that causes unnecessary and unfounded fear, mild paranoia for some, and puzzlement over certain decisions; the firm truly cares about its employees but doesn't show it well - Difficult to navigate the orginization - who works on what and for whom - Too reactive to problems in the organization, but the firm addresses them when they surface. Many problems could be avoided by being more proactive. - Health benefits, 401k, and pay could be more competitive, but are certainly not the worst in the region/industry",,4.0,4.0,5.0,5.0,3.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
Wed Nov 21 2012 22:53:56 GMT-0500 (Eastern Standard Time), Analyst,"New York, NY",Current Employee ,Great place,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,1,"collegues are nice,atmosphere is good",huge presure some times especially when working on project,,5.0,3.0,5.0,5.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO,sig
